ID	drug_name	GDSC	y_id	x_id	n	beta	pval	fdr	nc_beta	nc_pval	nc_fdr	r2	target	ppi	skew	cancer_gene	UniprotID_inString
1061	SB590885	GDSC1	"1061;SB590885;GDSC1"	EEA1	831	0,000975046	0,984314879	0,997053757	-0,178480798	1,39385E-05	0,000752541	0,47199512	BRAF	3	-1,615041564	FALSE	Q15075
56	WH-4-023	GDSC1	"56;WH-4-023;GDSC1"	RRBP1	365	0,000949877	0,989899512	0,999300581	-0,187464005	4,84115E-06	0,000625172	0,443693346	"LCK;SRC"	-	-1,195719809	FALSE	Q9P2E9
230	GSK429286A	GDSC1	"230;GSK429286A;GDSC1"	PARVA	426	0,00093193	0,98901387	0,999072259	-0,236362209	1,56924E-05	0,000848786	0,620073706	"ROCK1;ROCK2"	-	-1,007151887	FALSE	Q9NVD7
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	HGS	870	0,000897129	0,989031795	0,999385931	0,373323937	2,55087E-08	3,81933E-07	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	O14964
1036	PLX-4720	GDSC1	"1036;PLX-4720;GDSC1"	TPP1	865	0,000772275	0,986969539	0,998718054	-0,206720149	2,65993E-08	6,08015E-06	0,455367513	BRAF	-	-1,083883663	FALSE	O14773
1061	SB590885	GDSC1	"1061;SB590885;GDSC1"	QDPR	718	0,000736537	0,989244963	0,997768942	-0,297515419	1,13882E-10	4,7769E-08	0,47199512	BRAF	3	-1,615041564	FALSE	P09417
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	SNX1	844	0,000697544	0,989175784	0,999385931	0,24175291	2,76345E-06	2,3662E-05	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q13596
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	SLTM	877	0,000695807	0,994686467	0,999385931	-0,443673199	4,24412E-05	0,000266718	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q9NWH9
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	CAP1	856	-0,061136603	0,066584701	0,572523569	-0,128835844	2,2306E-06	0,000329164	0,478297597	LIMK1	2	-1,025271073	FALSE	Q01518
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	HSDL2	875	0,0006179	0,993549408	0,999385931	-0,277009684	1,2204E-06	1,13545E-05	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q6YN16
1036	PLX-4720	GDSC1	"1036;PLX-4720;GDSC1"	CTSB	830	0,000581915	0,989921302	0,998718054	-0,155656376	5,00445E-08	9,14473E-06	0,455367513	BRAF	3	-1,083883663	FALSE	P07858
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	BAZ1A	831	0,000575972	0,99270397	0,999385931	-0,341871322	6,10337E-08	8,1045E-07	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q9NRL2
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	WDR1	902	0,000470262	0,994189884	0,999076672	-0,254866375	7,02779E-06	0,000138055	0,591585105	BRAF	3	-1,457742709	FALSE	O75083
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	FN1	714	0,000161712	0,995659187	0,999489347	0,117779603	1,42137E-05	0,000101157	0,564903962	"EGFR;ERBB2"	-	-1,532922624	TRUE	H0Y4K8
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	DYNC1H1	856	-0,084136178	0,06147546	0,556566964	-0,177097306	1,40155E-05	0,000946661	0,478297597	LIMK1	2	-1,025271073	FALSE	Q14204
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	SNX3	796	-2,89811E-05	0,999691897	0,999691897	-0,272604106	6,07512E-05	0,000698897	0,495096161	BRAF	4	-1,809260826	FALSE	not found
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	ACP1	887	-9,74492E-05	0,998077946	0,999990917	-0,158590582	4,30841E-05	0,000811172	0,59266103	BRAF	3	-1,013673138	FALSE	D3YTI2
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	EIF4A1	854	-0,068013432	0,059718513	0,553433315	-0,156799249	2,89691E-06	0,000383118	0,478297597	LIMK1	2	-1,025271073	FALSE	P60842
1061	SB590885	GDSC1	"1061;SB590885;GDSC1"	SERPINE2	300	-0,000164251	0,997529015	0,998500783	-0,22034648	2,33472E-06	0,000198852	0,47199512	BRAF	3	-1,615041564	FALSE	P07093
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	AHNAK	900	-0,000235966	0,994012623	0,999689065	0,117147513	2,76234E-06	8,88286E-05	0,59266103	BRAF	3	-1,013673138	TRUE	Q09666
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	ANXA2	823	-0,000246976	0,996632809	0,999459259	-0,146396266	4,87085E-06	5,11814E-05	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	P07355
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	DPYSL2	798	-0,000249793	0,995625982	0,999459259	0,251147024	2,58119E-18	8,81477E-16	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	Q16555
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	COX5A	877	-0,000268182	0,997307399	0,999964505	-0,342649906	4,42477E-05	0,000276474	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	P20674
1936	Savolitinib	GDSC2	"1936;Savolitinib;GDSC2"	MET	421	-0,377551009	5,8532E-06	0,001293791	-0,420304061	5,65384E-11	3,12431E-07	0,624177437	MET	T	-1,306810675	TRUE	P08581
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	CBR1	816	-0,000415085	0,994064452	0,999076672	-0,239118491	8,62118E-07	2,36761E-05	0,591585105	BRAF	3	-1,457742709	FALSE	P16152
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	ZYX	768	-0,000438925	0,992993595	0,999459259	0,160068988	1,27843E-05	0,000116811	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	Q15942
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	ERH	806	-0,000450382	0,997040865	0,998784491	0,638153643	1,36177E-06	3,05523E-05	0,495096161	BRAF	3	-1,809260826	FALSE	P84090
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	F11R	669	0,049375501	0,182521802	0,68287725	0,119911693	2,34753E-08	1,83107E-05	0,478297597	LIMK1	2	-1,025271073	FALSE	Q9Y624
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	THEM6	723	-0,000553186	0,994545419	0,999385931	-0,376089336	5,80638E-09	1,02312E-07	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q8WUY1
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	GSN	775	-0,041371406	0,196958532	0,695597402	-0,123955129	6,12758E-09	5,57609E-06	0,478297597	LIMK1	2	-1,025271073	FALSE	P06396
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	IDH2	903	-0,000607501	0,993568203	0,999277348	-0,170213647	1,53616E-05	0,000516238	0,750148631	BCL2	3	-1,562840054	TRUE	P48735
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	MAPK1	842	-0,127664825	0,004331616	0,503904248	-0,242258321	6,96441E-11	1,90128E-07	0,478297597	LIMK1	2	-1,025271073	FALSE	P28482
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	NIPBL	853	-0,000680913	0,994923562	0,999238491	0,447557692	6,27566E-05	0,000863881	0,591585105	BRAF	3	-1,457742709	FALSE	Q6KC79
1403	AZD6094	GDSC1	"1403;AZD6094;GDSC1"	MET	413	-0,34059982	1,38358E-06	0,003787555	-0,470419139	1,19726E-17	6,55499E-14	0,430568171	MET	T	-4,08407367	TRUE	P08581
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	RBBP4	849	-0,00085295	0,993246317	0,999459259	0,423524492	1,04268E-06	1,36739E-05	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	Q09028
2022	PF-06747775	GDSC2	"2022;PF-06747775;GDSC2"	SYNJ2BP	652	-0,000878589	0,992039261	0,995531149	-0,308301047	1,65361E-05	0,000292983	0,507920431	EGFR	-	-1,179659171	FALSE	P57105
1371	PLX-4720	GDSC1	"1371;PLX-4720;GDSC1"	ATP6V0D1	830	-0,000892053	0,986643297	0,998889518	-0,242187364	1,69032E-05	0,000357355	0,499462315	BRAF	3	-1,228927954	FALSE	P61421
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	MSN	740	-0,042837453	0,215671999	0,712283113	-0,131085176	7,45433E-08	3,39172E-05	0,478297597	LIMK1	2	-1,025271073	FALSE	P26038
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	EIF4G3	653	-0,000939737	0,990213041	0,999385931	0,300801568	0,000113106	0,000636368	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	O43432
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	VAPA	877	-0,001061551	0,99119476	0,999385931	-0,451707474	2,55036E-10	6,78446E-09	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	J3QKM9
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	UBE2S	657	-0,001081652	0,98538299	0,998363699	0,259499019	5,96627E-06	6,10481E-05	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	Q16763
94	TGX221	GDSC1	"94;TGX221;GDSC1"	PLOD2	196	-0,001087246	0,965186494	0,992628216	-0,091918607	1,27244E-08	2,17405E-06	0,531959313	PIK3CB	3	-1,284650311	FALSE	O00469
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	RANBP3	802	-0,001088689	0,983958358	0,999385931	0,265854649	2,40373E-06	2,09086E-05	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q9H6Z4
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	PFN1	856	-0,077753554	0,006241671	0,5135824	-0,124042386	7,82067E-07	0,000158151	0,478297597	LIMK1	2	-1,025271073	FALSE	P07737
1371	PLX-4720	GDSC1	"1371;PLX-4720;GDSC1"	DSG2	575	-0,001109933	0,984060877	0,997892439	0,177328585	7,93521E-07	3,18867E-05	0,499462315	BRAF	3	-1,228927954	FALSE	Q14126
2022	PF-06747775	GDSC2	"2022;PF-06747775;GDSC2"	TNPO1	705	-0,001132374	0,989655398	0,995168257	0,490424788	3,39671E-10	2,90857E-08	0,507920431	EGFR	3	-1,179659171	FALSE	Q92973
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	CPT2	854	-0,00123077	0,987924263	0,999385931	-0,334361723	2,27366E-06	1,98719E-05	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	P23786
1371	PLX-4720	GDSC1	"1371;PLX-4720;GDSC1"	PON2	717	-0,001305518	0,982003979	0,997739233	-0,18105159	2,48621E-06	8,23462E-05	0,499462315	BRAF	-	-1,228927954	FALSE	Q15165
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	MRPL9	850	-0,001396754	0,988341776	0,999385931	-0,429880192	4,9886E-05	0,000308899	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q9BYD2
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	PSMC4	856	-0,121559439	0,018111885	0,525758146	-0,222991864	4,76298E-06	0,000546577	0,478297597	LIMK1	2	-1,025271073	FALSE	P43686
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	ZRANB2	854	-0,001412827	0,984724474	0,999385931	0,402239839	2,51129E-07	2,7858E-06	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	O95218
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	PSMD1	856	-0,117948368	0,027522451	0,527942689	-0,239618521	2,03383E-06	0,000308464	0,478297597	LIMK1	2	-1,025271073	FALSE	Q99460
1036	PLX-4720	GDSC1	"1036;PLX-4720;GDSC1"	ACSL3	863	-0,001617863	0,980642714	0,998718054	-0,298473715	3,85543E-09	1,1132E-06	0,455367513	BRAF	4	-1,083883663	FALSE	O95573
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	ADH5	820	-0,001814385	0,976764657	0,999187606	0,30797936	3,37393E-07	3,63959E-06	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	P11766
230	GSK429286A	GDSC1	"230;GSK429286A;GDSC1"	EPPK1	491	-0,00193836	0,94990573	0,990668392	0,11571598	5,90893E-06	0,000428791	0,620073706	"ROCK1;ROCK2"	-	-1,007151887	FALSE	P58107
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	HSPA8	850	-0,001979617	0,982963926	0,998363699	0,498355509	1,30176E-07	2,30187E-06	0,643925693	"EGFR;ERBB2"	-	-1,662421068	TRUE	P11142
94	TGX221	GDSC1	"94;TGX221;GDSC1"	P4HA1	359	-0,002092717	0,946233237	0,989246582	-0,113072038	4,24719E-08	6,34954E-06	0,531959313	PIK3CB	3	-1,284650311	FALSE	P13674
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	CFL2	631	-0,002104273	0,967953055	0,996381245	0,279776651	5,35423E-11	1,75909E-09	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q9Y281
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	TBCA	844	-0,00218916	0,963756362	0,994140978	0,276829783	8,25631E-10	2,98758E-08	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	O75347
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	UBE2N	840	-0,002203919	0,97325966	0,996295931	0,292283937	3,99188E-06	4,31914E-05	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	P61088
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	KLC1	790	-0,002302637	0,972117078	0,997261302	0,392682452	1,38003E-09	2,95413E-08	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	not found
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	PSMD11	856	-0,089323441	0,084502176	0,591081968	-0,212367789	1,41448E-05	0,000946661	0,478297597	LIMK1	2	-1,025271073	FALSE	O00231
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	BCL2L1	624	-0,002390644	0,980876158	0,998363699	-0,368898968	5,29379E-06	5,49911E-05	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	Q07817
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	PSMD12	852	-0,100130254	0,070622362	0,573767412	-0,231232274	1,23971E-05	0,000946661	0,478297597	LIMK1	2	-1,025271073	FALSE	O00232
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	ANXA6	729	-0,002512149	0,947319307	0,996381245	0,164931898	7,99685E-12	3,69655E-10	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	P08133
1371	PLX-4720	GDSC1	"1371;PLX-4720;GDSC1"	ATP6V1E1	842	-0,002529861	0,963468999	0,994471378	-0,333689582	7,53267E-11	1,47022E-08	0,499462315	BRAF	3	-1,228927954	FALSE	P36543
1371	PLX-4720	GDSC1	"1371;PLX-4720;GDSC1"	GPNMB	184	-0,002553029	0,976100712	0,995779428	-0,435511939	4,38791E-12	1,33222E-09	0,499462315	BRAF	3	-1,228927954	FALSE	Q14956
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	PSMD14	856	-0,110056978	0,02333112	0,527942689	-0,221374204	1,68352E-06	0,000270354	0,478297597	LIMK1	2	-1,025271073	FALSE	O00487
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	GOT2	805	-0,002625221	0,979317091	0,994787615	0,361980135	3,36512E-05	0,000430147	0,495096161	BRAF	3	-1,809260826	FALSE	P00505
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	PSMD8	856	-0,10808874	0,043951464	0,537554385	-0,244824831	1,57244E-06	0,000265863	0,478297597	LIMK1	2	-1,025271073	FALSE	P48556
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	HMGB2	900	-0,00265295	0,965524098	0,992828222	-0,242725541	1,299E-06	9,70324E-05	0,750148631	BCL2	3	-1,562840054	FALSE	P26583
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	SEC13	852	-0,155874054	0,00859386	0,5135824	-0,243474441	8,32218E-06	0,000770154	0,478297597	LIMK1	2	-1,025271073	FALSE	P55735
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	RO60	852	-0,002831842	0,965593939	0,996381245	0,386085383	6,12055E-10	1,4841E-08	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	P10155
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	LZIC	668	-0,002855008	0,967187902	0,996381245	0,29249521	7,31849E-06	5,61699E-05	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q8WZA0
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	SUCLG2	882	-0,00287316	0,971190625	0,997024812	-0,304195004	2,61715E-06	5,92077E-05	0,591585105	BRAF	4	-1,457742709	FALSE	Q96I99
2103	Capmatinib	GDSC2	"2103;Capmatinib;GDSC2"	MET	248	-0,207884828	0,000638835	0,130066831	-0,288375568	4,13343E-10	2,10392E-06	0,663131289	MET	T	-1,898466857	TRUE	P08581
1061	SB590885	GDSC1	"1061;SB590885;GDSC1"	CPOX	836	-0,00302392	0,961281514	0,992883847	-0,190420374	1,10416E-06	0,00010035	0,47199512	BRAF	4	-1,615041564	FALSE	P36551
1373	Dabrafenib	GDSC2	"1373;Dabrafenib;GDSC2"	M6PR	867	-0,003046719	0,977386268	0,9977642	-0,411255381	2,09802E-05	0,000348828	0,591585105	BRAF	3	-1,457742709	FALSE	P20645
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	TLN1	856	-0,061283931	0,095959506	0,608365405	-0,129905219	6,99911E-07	0,000155289	0,478297597	LIMK1	2	-1,025271073	FALSE	Q9Y490
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	CKB	552	-0,003127118	0,946437647	0,991222251	-0,159484018	9,85148E-07	8,13469E-05	0,750148631	BCL2	4	-1,562840054	FALSE	P12277
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	SLC7A5	811	-0,00329188	0,952060483	0,993147042	-0,312515306	1,26907E-16	3,01487E-14	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	Q01650
1909	Venetoclax	GDSC2	"1909;Venetoclax;GDSC2"	S100A11	820	-0,003350744	0,941860197	0,989952577	0,146204376	9,87562E-06	0,00038561	0,750148631	BCL2	4	-1,562840054	FALSE	P31949
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	ENO2	571	-0,003381327	0,943393902	0,991670697	0,155336819	2,32236E-05	0,000193632	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	P09104
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	CNN3	620	-0,003393507	0,954614747	0,996381245	0,298615831	2,60016E-10	6,85042E-09	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q15417
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	SCARB1	553	-0,003442664	0,967473404	0,992494307	-0,501891249	1,01146E-11	1,05173E-09	0,495096161	BRAF	-	-1,809260826	FALSE	Q8WTV0
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	NCEH1	716	-0,003499351	0,959926477	0,994140978	-0,168211175	2,43425E-05	0,000200313	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	Q6PIU2
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	TUBB	856	-0,071931086	0,029106442	0,532705331	-0,121113118	1,11667E-05	0,000896622	0,478297597	LIMK1	2	-1,025271073	FALSE	not found
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	PIR	465	-0,003551718	0,968562674	0,992494307	-0,597019625	5,51989E-12	6,21793E-10	0,495096161	BRAF	3	-1,809260826	FALSE	O00625
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	VIM	823	0,012856342	0,484378788	0,873674896	-0,03468499	6,06936E-06	0,000637282	0,478297597	LIMK1	2	-1,025271073	FALSE	not found
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	STXBP1	611	-0,003689617	0,946872893	0,99263722	-0,286231513	1,73235E-12	3,90528E-10	0,59266103	BRAF	3	-1,013673138	FALSE	P61764
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	ACSL3	793	-0,004060674	0,965858471	0,992494307	-0,549842826	7,42198E-13	1,02899E-10	0,495096161	BRAF	4	-1,809260826	FALSE	O95573
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	HAGH	835	-0,004104733	0,953208053	0,996381245	0,26550951	8,82786E-06	6,62694E-05	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q16775
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	XRCC6	877	-0,004190032	0,968822485	0,996381245	0,588982455	1,46758E-07	1,74834E-06	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	P12956
249	Cabozantinib	GDSC1	"249;Cabozantinib;GDSC1"	MET	399	-0,136067072	0,075910429	0,588668934	-0,318555229	3,71872E-08	0,000101577	0,473096974	"AXL;FLT1;FLT3;FLT4;KIT;MET;RET;TEK"	T	-1,086285233	TRUE	P08581
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	UQCRC2	877	-0,004465488	0,950760665	0,996381245	-0,310583408	5,18394E-05	0,000318475	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	P22695
2296	GDC-0879	GDSC2	"2296;GDC-0879;GDSC2"	RAB7A	562	-0,004502302	0,954749445	0,988678271	-0,25416985	2,73173E-05	0,000950973	0,515337046	BRAF	3	-1,312485626	FALSE	P51149
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	FLNC	699	-0,00463399	0,906024429	0,994325012	0,145973016	4,31923E-05	0,000270817	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q14315
2022	PF-06747775	GDSC2	"2022;PF-06747775;GDSC2"	RNH1	699	-0,004706938	0,936856736	0,984705544	0,208423892	6,85633E-05	0,000926215	0,507920431	EGFR	-	-1,179659171	FALSE	P13489
406	LIMK1 inhibitor BMS4	GDSC1	"406;LIMK1 inhibitor BMS4;GDSC1"	WDR1	855	-0,077177462	0,031435635	0,535757084	-0,149750542	8,87293E-08	3,72663E-05	0,478297597	LIMK1	2	-1,025271073	FALSE	O75083
1013	Nilotinib	GDSC1	"1013;Nilotinib;GDSC1"	DIAPH1	861	-0,133141393	0,010388893	0,382576227	-0,275263611	1,18051E-09	6,47744E-06	0,571698101	ABL1	2	-3,336125709	FALSE	O60610
1013	Nilotinib	GDSC2	"1013;Nilotinib;GDSC2"	ITGA3	635	0,179333226	0,000483254	0,106799038	0,222324861	6,66911E-15	3,68468E-11	0,545230898	ABL1	2	-1,112899376	FALSE	P26006
1013	Nilotinib	GDSC1	"1013;Nilotinib;GDSC1"	NUP107	881	0,372928044	8,79299E-05	0,068924459	0,288307149	0,001874083	0,119570866	0,571698101	ABL1	2	-3,336125709	FALSE	P57740
295	NVP-BHG712	GDSC1	"295;NVP-BHG712;GDSC1"	PYGB	825	-0,082384776	0,187553618	0,642940936	-0,22636072	3,42272E-08	6,23391E-05	0,591987736	EPHB4	2	-1,02145593	FALSE	P11216
2022	PF-06747775	GDSC2	"2022;PF-06747775;GDSC2"	ABLIM1	364	-0,271224358	0,004807758	0,386733129	-0,3657909	2,99048E-05	0,000475343	0,507920431	EGFR	2	-1,179659171	FALSE	not found
2022	PF-06747775	GDSC2	"2022;PF-06747775;GDSC2"	ACAA1	701	-0,047181896	0,572633042	0,90560163	-0,285161275	8,71497E-07	2,77053E-05	0,507920431	EGFR	2	-1,179659171	FALSE	P09110
2296	GDC-0879	GDSC2	"2296;GDC-0879;GDSC2"	ADAM9	359	-0,005086205	0,937705562	0,986883505	0,235001358	3,86265E-06	0,000215436	0,515337046	BRAF	4	-1,312485626	FALSE	Q13443
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	GLS	802	-0,005091729	0,946082669	0,990289412	-0,206820236	7,25748E-05	0,000814133	0,495096161	BRAF	4	-1,809260826	FALSE	O94925
2022	PF-06747775	GDSC2	"2022;PF-06747775;GDSC2"	ACOX1	589	-0,044580658	0,600755826	0,909219497	-0,317708644	4,02401E-05	0,000612395	0,507920431	EGFR	2	-1,179659171	FALSE	not found
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	ZYX	794	-0,005375608	0,902153431	0,993329135	0,174693963	1,19702E-07	1,46421E-06	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q15942
119	Lapatinib	GDSC1	"119;Lapatinib;GDSC1"	KRT8	270	-0,005414285	0,759155257	0,992876929	-0,041259669	4,63558E-07	0,000245789	0,48578824	"EGFR;ERBB2"	-	-1,952233238	FALSE	not found
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	NTMT1	630	-0,005462649	0,945953979	0,992524162	0,291718591	0,000113876	0,000774869	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	Q9BV86
1061	SB590885	GDSC2	"1061;SB590885;GDSC2"	KRT18	740	-0,005499243	0,809799989	0,961728843	0,072473241	8,36433E-08	4,5805E-06	0,59266103	BRAF	3	-1,013673138	FALSE	P05783
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	DDX56	874	-0,00560313	0,944377143	0,996381245	-0,336076873	5,42325E-05	0,00033132	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q9NY93
2022	PF-06747775	GDSC2	"2022;PF-06747775;GDSC2"	ACTR1A	670	-0,019508778	0,821495945	0,960222802	0,455846521	1,02022E-08	5,95201E-07	0,507920431	EGFR	2	-1,179659171	FALSE	P61163
1032	Afatinib	GDSC1	"1032;Afatinib;GDSC1"	BAIAP2	682	-0,005724803	0,94890467	0,996381245	-0,552585498	5,97932E-15	5,95758E-13	0,564903962	"EGFR;ERBB2"	-	-1,532922624	FALSE	Q9UQB8
2296	GDC-0879	GDSC2	"2296;GDC-0879;GDSC2"	KRT18	452	-0,005783413	0,781530077	0,951541218	0,058076342	3,81474E-07	3,66427E-05	0,515337046	BRAF	3	-1,312485626	FALSE	P05783
1373	Dabrafenib	GDSC1	"1373;Dabrafenib;GDSC1"	PTPN23	645	-0,005961206	0,948993858	0,99084289	-0,441242381	1,49641E-05	0,000220466	0,495096161	BRAF	3	-1,809260826	FALSE	Q9H3S7
1377	Afatinib	GDSC1	"1377;Afatinib;GDSC1"	ECI1	828	-0,006115786	0,938573224	0,990373091	-0,33016883	4,01623E-08	8,50568E-07	0,643925693	"EGFR;ERBB2"	-	-1,662421068	FALSE	P42126
